pair_id,block_id,macro_domain_id,macro_domain_name,difficulty_tier,national_statute_title,national_statute_citation,national_statute_text,local_ordinance_title,local_ordinance_citation,ordinance_hypothesis_text,local_legislative_provenance,ordinance_source_type,ordinance_reference_context,presumed_gold_label,presumed_rationale,assigned_panel,assigned_annotators
GT-011,Block_1,0,Executive Issuances & Policy Reorganization,Tier 1: Surface & Quantitative,Republic Act No. 7581 (The Price Act),Section 6,"Section 6. Automatic Price Control. — Unless otherwise declared by the President, prices of basic necessities in an area shall automatically be frozen at their prevailing prices or placed under automatic price control whenever that area is proclaimed or declared a disaster area or under a state of calamity. If the prevailing price of any basic necessity is excessive or unreasonable, the implementing agency may recommend to the President the imposition of a price ceiling. Unless sooner lifted by the President, price control of basic necessities under this section shall remain effective for the duration of the condition that brought it about, but not for more than sixty (60) days.","City Ordinance No. 0415-18, Series of 2018 (The Davao City Public Market Concessionaire Tenancy and Commercial Stall Standardization Ordinance)",Section 5,"SECTION 5. STALL LEASE DURATION. — Pursuant to Section 16 of Republic Act No. 7160 and in the exercise of executive administrative authority to promote good local governance, permanent lease contracts for commercial stalls situated within municipal public markets operated by the City Government of Davao shall be executed for a fixed term of three (3) fiscal years, renewable upon payment of standard renewal fees. The Business Bureau and the City Legal Office, in coordination with relevant administrative departments, shall ensure strict compliance with these operating parameters.","City Ordinance No. 0415-18, Series of 2018 (The Davao City Public Market Concessionaire Tenancy and Commercial Stall Standardization Ordinance)",Actual Davao City Ordinance Adaptation,Davao City Public Market Stall Tenancy Duration Ordinance,Neutral,Regulates commercial stall lease durations; independent and non-conflicting with statutory calamity price freezes.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-012,Block_1,0,Executive Issuances & Policy Reorganization,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 12,"Section 12. Local Disaster Risk Reduction and Management Office (LDRRMO). — (a) There shall be established an LDRRMO in every province, city and municipality, and a Barangay Disaster Risk Reduction and Management Committee in every barangay which shall be responsible for setting the direction, development, implementation and coordination of disaster risk management programs within their territorial jurisdiction. (b) The LDRRMO shall be under the office of the governor or city or municipal mayor, and the BDRRMC shall be under the office of the punong barangay. The LDRRMOs shall be initially organized and composed of a Local Disaster Risk Reduction and Management Officer to be assisted by three staff responsible for administration, planning, and operations.","City Ordinance No. 0355-17, Series of 2017 (The Davao City Rainwater Harvesting Facility and Civil Building Drainage Standards Ordinance)",Section 5,"SECTION 5. RAINWATER HARVESTING STORAGE CAPACITIES. — To uphold transparent administrative efficiency and streamline government service delivery across all municipal departments, commercial buildings with roof catchment areas exceeding two hundred (200) square meters shall install rainwater collection cisterns with a minimum capacity of five thousand (5,000) liters. Failure to observe the administrative procedures established herein shall subject the responsible local officials to administrative review under the Local Government Code.","City Ordinance No. 0355-17, Series of 2017 (The Davao City Rainwater Harvesting Facility and Civil Building Drainage Standards Ordinance)",Actual Davao City Ordinance Adaptation,Davao City Rainwater Harvesting Facility Standard,Neutral,Regulates architectural rainwater harvesting; neutral regarding statutory disaster office organization.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-013,Block_1,0,Executive Issuances & Policy Reorganization,Tier 1: Surface & Quantitative,Republic Act No. 11032 (Ease of Doing Business and Efficient Government Service Delivery Act of 2018),Section 9(b)(1),"Section 9(b)(1). Action of Offices. — All applications or requests submitted shall be acted upon by the assigned officer or employee within the prescribed processing time stated in the Citizen's Charter which shall not exceed: three (3) working days in the case of simple transactions; seven (7) working days in the case of complex transactions; and twenty (20) working days in the case of applications or requests involving activities which pose danger to public health, public safety, public morals, public policy, and highly technical transactions. The maximum time prescribed above may be extended only once for the same number of days, which shall be indicated in the Citizen's Charter.","City Ordinance No. 0212-16, Series of 2016 (The Davao City Central Public Administrative Archive Storage and Document Preservation Ordinance)",Section 4,"SECTION 4. ARCHIVAL STORAGE SPECIFICATIONS. — To uphold transparent administrative efficiency and streamline government service delivery across all municipal departments, historical municipal administrative dockets designated for permanent retention shall be preserved in climate-controlled document vaults maintained at an ambient temperature of twenty (20) degrees Celsius. Failure to observe the administrative procedures established herein shall subject the responsible local officials to administrative review under the Local Government Code.","City Ordinance No. 0212-16, Series of 2016 (The Davao City Central Public Administrative Archive Storage and Document Preservation Ordinance)",Actual Davao City Ordinance Adaptation,Davao City Central Public Archive Storage Management Standard,Neutral,Regulates physical archive climate control; neutral regarding statutory commercial permit processing timeframes.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-014,Block_1,0,Executive Issuances & Policy Reorganization,Tier 1: Surface & Quantitative,Republic Act No. 7581 (The Price Act),Section 6,"Section 6. Automatic Price Control. — Unless otherwise declared by the President, prices of basic necessities in an area shall automatically be frozen at their prevailing prices or placed under automatic price control whenever that area is proclaimed or declared a disaster area or under a state of calamity. If the prevailing price of any basic necessity is excessive or unreasonable, the implementing agency may recommend to the President the imposition of a price ceiling. Unless sooner lifted by the President, price control of basic necessities under this section shall remain effective for the duration of the condition that brought it about, but not for more than sixty (60) days.","City Ordinance No. 0415-18, Series of 2018 (The Davao City Public Market Concessionaire Tenancy and Commercial Stall Standardization Ordinance)",Section 5,"SECTION 5. STALL LEASE DURATION. — Pursuant to Section 16 of Republic Act No. 7160 and in the exercise of executive administrative authority to promote good local governance, permanent lease contracts for commercial stalls situated within municipal public markets operated by the City Government of Davao shall be executed for a fixed term of three (3) fiscal years, renewable upon payment of standard renewal fees. The Business Bureau and the City Legal Office, in coordination with relevant administrative departments, shall ensure strict compliance with these operating parameters.","City Ordinance No. 0415-18, Series of 2018 (The Davao City Public Market Concessionaire Tenancy and Commercial Stall Standardization Ordinance)",Actual Davao City Ordinance Adaptation,Davao City Public Market Stall Tenancy Duration Ordinance [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Neutral,Regulates commercial stall lease durations; independent and non-conflicting with statutory calamity price freezes.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-015,Block_1,0,Executive Issuances & Policy Reorganization,Tier 1: Surface & Quantitative,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 12,"Section 12. Local Disaster Risk Reduction and Management Office (LDRRMO). — (a) There shall be established an LDRRMO in every province, city and municipality, and a Barangay Disaster Risk Reduction and Management Committee in every barangay which shall be responsible for setting the direction, development, implementation and coordination of disaster risk management programs within their territorial jurisdiction. (b) The LDRRMO shall be under the office of the governor or city or municipal mayor, and the BDRRMC shall be under the office of the punong barangay. The LDRRMOs shall be initially organized and composed of a Local Disaster Risk Reduction and Management Officer to be assisted by three staff responsible for administration, planning, and operations.","City Ordinance No. 0355-17, Series of 2017 (The Davao City Rainwater Harvesting Facility and Civil Building Drainage Standards Ordinance)",Section 5,"SECTION 5. RAINWATER HARVESTING STORAGE CAPACITIES. — To uphold transparent administrative efficiency and streamline government service delivery across all municipal departments, commercial buildings with roof catchment areas exceeding two hundred (200) square meters shall install rainwater collection cisterns with a minimum capacity of five thousand (5,000) liters. Failure to observe the administrative procedures established herein shall subject the responsible local officials to administrative review under the Local Government Code.","City Ordinance No. 0355-17, Series of 2017 (The Davao City Rainwater Harvesting Facility and Civil Building Drainage Standards Ordinance)",Actual Davao City Ordinance Adaptation,Davao City Rainwater Harvesting Facility Standard [District 2 (Buhangin/Bunawan) - Urban Commercial Corridor],Neutral,Regulates architectural rainwater harvesting; neutral regarding statutory disaster office organization.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-016,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 7581 (The Price Act),Section 6,"Section 6. Automatic Price Control. — Unless otherwise declared by the President, prices of basic necessities in an area shall automatically be frozen at their prevailing prices or placed under automatic price control whenever that area is proclaimed or declared a disaster area or under a state of calamity. If the prevailing price of any basic necessity is excessive or unreasonable, the implementing agency may recommend to the President the imposition of a price ceiling. Unless sooner lifted by the President, price control of basic necessities under this section shall remain effective for the duration of the condition that brought it about, but not for more than sixty (60) days.","Proposed City Ordinance No. 2024-082, Series of 2024 (The Davao City Calamity Price Stabilization and Consumer Welfare Protection Measure)",Section 7,"SECTION 7. PROHIBITION ON EMERGENCY PRICE INCREASES. — In accordance with local civil defense standards and the emergency management powers of the City Government of Davao, it shall be unlawful for any commercial food distributor, wholesaler, or retailer within the territorial jurisdiction of Davao City to implement any price adjustment during declared local emergencies, notwithstanding any emergency freight rate adjustments or temporary price ceilings authorized by the National Price Coordinating Council or the Department of Trade and Industry. The City Disaster Risk Reduction and Management Office (CDRRMO) shall maintain continuous operational oversight and issue the corresponding administrative guidelines.","Proposed City Ordinance No. 2024-082, Series of 2024 (The Davao City Calamity Price Stabilization and Consumer Welfare Protection Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Regulating Emergency Commodity Distribution,Contradiction,Jurisdictional encroachment under Magtajas. The municipal draft strips statutory adjustment mechanisms and emergency authority explicitly granted to the Secretary of Trade and Industry and the National Price Coordinating Council under RA 7581.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-017,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 12,"Section 12. Local Disaster Risk Reduction and Management Office (LDRRMO). — (a) There shall be established an LDRRMO in every province, city and municipality, and a Barangay Disaster Risk Reduction and Management Committee in every barangay which shall be responsible for setting the direction, development, implementation and coordination of disaster risk management programs within their territorial jurisdiction. (b) The LDRRMO shall be under the office of the governor or city or municipal mayor, and the BDRRMC shall be under the office of the punong barangay. The LDRRMOs shall be initially organized and composed of a Local Disaster Risk Reduction and Management Officer to be assisted by three staff responsible for administration, planning, and operations.","Proposed City Ordinance No. 2024-115, Series of 2024 (The Davao City Civil Defense Operations Modernization and Facility Alliance Measure)",Section 5,"SECTION 5. AUTONOMOUS DISTRICT RESCUE PROTOCOLS. — To uphold transparent administrative efficiency and streamline government service delivery across all municipal departments, administrative districts within Davao City are authorized to organize independent rescue brigades that shall operate without operational subordination to the unified incident command system of the City Disaster Risk Reduction and Management Office. Failure to observe the administrative procedures established herein shall subject the responsible local officials to administrative review under the Local Government Code.","Proposed City Ordinance No. 2024-115, Series of 2024 (The Davao City Civil Defense Operations Modernization and Facility Alliance Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Establishing Autonomous District Evacuation Units,Contradiction,Breach of statutory command hierarchy. Section 12 mandates a unified local disaster office to coordinate all localized disaster preparedness and response operations.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-018,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 11032 (Ease of Doing Business and Efficient Government Service Delivery Act of 2018),Section 9(b)(1),"Section 9(b)(1). Action of Offices. — All applications or requests submitted shall be acted upon by the assigned officer or employee within the prescribed processing time stated in the Citizen's Charter which shall not exceed: three (3) working days in the case of simple transactions; seven (7) working days in the case of complex transactions; and twenty (20) working days in the case of applications or requests involving activities which pose danger to public health, public safety, public morals, public policy, and highly technical transactions. The maximum time prescribed above may be extended only once for the same number of days, which shall be indicated in the Citizen's Charter.","Proposed City Ordinance No. 2024-094, Series of 2024 (The Davao City Comprehensive Commercial Pre-Licensing Safety Audit Code)",Section 11,"SECTION 11. ADMINISTRATIVE SUSPENSION OF PERMIT TIMELINES. — Pursuant to Section 16 of Republic Act No. 7160 and in the exercise of executive administrative authority to promote good local governance, the City Legal Officer may suspend statutory processing timetables for business permit applications whenever additional inter-agency verification is deemed convenient, without issuing formal written notices of deficiency to the applicant. The Business Bureau and the City Legal Office, in coordination with relevant administrative departments, shall ensure strict compliance with these operating parameters.","Proposed City Ordinance No. 2024-094, Series of 2024 (The Davao City Comprehensive Commercial Pre-Licensing Safety Audit Code)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Authorizing Discretionary Permit Processing Suspensions,Contradiction,"Violation of due process and anti-red tape mandates. RA 11032 strictly prohibits indefinite or discretionary processing suspensions without formal, written deficiency notices containing explicit legal bases.",Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-019,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 7581 (The Price Act),Section 6,"Section 6. Automatic Price Control. — Unless otherwise declared by the President, prices of basic necessities in an area shall automatically be frozen at their prevailing prices or placed under automatic price control whenever that area is proclaimed or declared a disaster area or under a state of calamity. If the prevailing price of any basic necessity is excessive or unreasonable, the implementing agency may recommend to the President the imposition of a price ceiling. Unless sooner lifted by the President, price control of basic necessities under this section shall remain effective for the duration of the condition that brought it about, but not for more than sixty (60) days.","Proposed City Ordinance No. 2024-082, Series of 2024 (The Davao City Calamity Price Stabilization and Consumer Welfare Protection Measure)",Section 7,"SECTION 7. PROHIBITION ON EMERGENCY PRICE INCREASES. — In accordance with local civil defense standards and the emergency management powers of the City Government of Davao, it shall be unlawful for any commercial food distributor, wholesaler, or retailer within the territorial jurisdiction of Davao City to implement any price adjustment during declared local emergencies, notwithstanding any emergency freight rate adjustments or temporary price ceilings authorized by the National Price Coordinating Council or the Department of Trade and Industry. The City Disaster Risk Reduction and Management Office (CDRRMO) shall maintain continuous operational oversight and issue the corresponding administrative guidelines.","Proposed City Ordinance No. 2024-082, Series of 2024 (The Davao City Calamity Price Stabilization and Consumer Welfare Protection Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Regulating Emergency Commodity Distribution [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Contradiction,Jurisdictional encroachment under Magtajas. The municipal draft strips statutory adjustment mechanisms and emergency authority explicitly granted to the Secretary of Trade and Industry and the National Price Coordinating Council under RA 7581.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-020,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 12,"Section 12. Local Disaster Risk Reduction and Management Office (LDRRMO). — (a) There shall be established an LDRRMO in every province, city and municipality, and a Barangay Disaster Risk Reduction and Management Committee in every barangay which shall be responsible for setting the direction, development, implementation and coordination of disaster risk management programs within their territorial jurisdiction. (b) The LDRRMO shall be under the office of the governor or city or municipal mayor, and the BDRRMC shall be under the office of the punong barangay. The LDRRMOs shall be initially organized and composed of a Local Disaster Risk Reduction and Management Officer to be assisted by three staff responsible for administration, planning, and operations.","Proposed City Ordinance No. 2024-115, Series of 2024 (The Davao City Civil Defense Operations Modernization and Facility Alliance Measure)",Section 5,"SECTION 5. AUTONOMOUS DISTRICT RESCUE PROTOCOLS. — To uphold transparent administrative efficiency and streamline government service delivery across all municipal departments, administrative districts within Davao City are authorized to organize independent rescue brigades that shall operate without operational subordination to the unified incident command system of the City Disaster Risk Reduction and Management Office. Failure to observe the administrative procedures established herein shall subject the responsible local officials to administrative review under the Local Government Code.","Proposed City Ordinance No. 2024-115, Series of 2024 (The Davao City Civil Defense Operations Modernization and Facility Alliance Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Establishing Autonomous District Evacuation Units [District 2 (Buhangin/Bunawan) - Urban Commercial Corridor],Contradiction,Breach of statutory command hierarchy. Section 12 mandates a unified local disaster office to coordinate all localized disaster preparedness and response operations.,Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
GT-021,Block_1,0,Executive Issuances & Policy Reorganization,Tier 2: Preemption & Carve-Outs,Republic Act No. 11032 (Ease of Doing Business and Efficient Government Service Delivery Act of 2018),Section 9(b)(1),"Section 9(b)(1). Action of Offices. — All applications or requests submitted shall be acted upon by the assigned officer or employee within the prescribed processing time stated in the Citizen's Charter which shall not exceed: three (3) working days in the case of simple transactions; seven (7) working days in the case of complex transactions; and twenty (20) working days in the case of applications or requests involving activities which pose danger to public health, public safety, public morals, public policy, and highly technical transactions. The maximum time prescribed above may be extended only once for the same number of days, which shall be indicated in the Citizen's Charter.","Proposed City Ordinance No. 2024-094, Series of 2024 (The Davao City Comprehensive Commercial Pre-Licensing Safety Audit Code)",Section 11,"SECTION 11. ADMINISTRATIVE SUSPENSION OF PERMIT TIMELINES. — Pursuant to Section 16 of Republic Act No. 7160 and in the exercise of executive administrative authority to promote good local governance, the City Legal Officer may suspend statutory processing timetables for business permit applications whenever additional inter-agency verification is deemed convenient, without issuing formal written notices of deficiency to the applicant. The Business Bureau and the City Legal Office, in coordination with relevant administrative departments, shall ensure strict compliance with these operating parameters.","Proposed City Ordinance No. 2024-094, Series of 2024 (The Davao City Comprehensive Commercial Pre-Licensing Safety Audit Code)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Authorizing Discretionary Permit Processing Suspensions [District 3 (Toril/Calinan/Marilog) - Suburban Residential Zone],Contradiction,"Violation of due process and anti-red tape mandates. RA 11032 strictly prohibits indefinite or discretionary processing suspensions without formal, written deficiency notices containing explicit legal bases.",Panel_A,"SP-ANN-01, SP-ANN-02, SP-ANN-03"
